sample,region,bp,percent_variance
Rhpol b,ITS1,81,0.00696864111498263
Rhpol b,ITS1,90,0.00352112676056338
Rhpol b,ITS1,107,0.00325732899022801
Rhpol b,ITS1,124,0.00318471337579618
Rhpol b,ITS1,128,0.00289017341040465
Rhpol b,ITS1,157,0.00256410256410255
Rhpol b,ITS1,192,0.00239234449760761
Rhpol a,ITS1,2,0.00170068027210879
Rhpol a,ITS1,8,0.0017094017094017
Rhpol a,ITS1,10,0.0168421052631579
Rhpol a,ITS1,11,0.00183823529411764
Rhpol a,ITS1,21,0.0160427807486631
Rhpol a,ITS1,25,0.00188323917137478
Rhpol a,ITS1,26,0.00377358490566038
Rhpol a,ITS1,27,0.0107991360691144
Rhpol a,ITS1,30,0.00202429149797567
Rhpol a,ITS1,31,0.00438596491228072
Rhpol a,ITS1,32,0.00210970464135019
Rhpol a,ITS1,54,0.00198807157057657
Rhpol a,ITS1,75,0.00190839694656486
Rhpol a,ITS1,77,0.00193423597678921
Rhpol a,ITS1,81,0.00875273522975928
Rhpol a,ITS1,82,0.00204498977505108
Rhpol a,ITS1,91,0.00202429149797567
Rhpol a,ITS1,92,0.00205761316872433
Rhpol a,ITS1,102,0.00207468879668049
Rhpol a,ITS1,107,0.00195694716242667
Rhpol a,ITS1,126,0.00187265917602997
Rhpol a,ITS1,130,0.00182149362477235
Rhpol a,ITS1,131,0.00188679245283019
Rhpol a,ITS1,147,0.00162601626016257
Rhpol a,ITS1,149,0.00165289256198342
Rhpol a,ITS1,163,0.00151745068285281
Rhpol a,ITS1,167,0.00152905198776754
Rhpol a,ITS1,170,0.00152207001522076
Rhpol a,ITS1,177,0.00149476831091178
Rhpa c,ITS1,10,0.00854700854700852
Rhpa c,ITS1,21,0.0514705882352942
Rhpa c,ITS1,31,0.00970873786407767
Rhpa c,ITS1,59,0.0067567567567568
Rhpa c,ITS1,67,0.00632911392405067
Rhpa c,ITS1,92,0.00666666666666671
Rhpa c,ITS1,93,0.0067567567567568
Rhpa c,ITS1,134,0.00546448087431695
Rhpa c,ITS1,184,0.00485436893203883
Rhpa b,ITS1,10,0.0303030303030303
Rhpa b,ITS1,186,0.0178571428571429
Rhpa a,ITS1,10,0.0178571428571429
Rhpa a,ITS1,15,0.00257069408740362
Rhpa a,ITS1,21,0.0229007633587787
Rhpa a,ITS1,26,0.00289855072463763
Rhpa a,ITS1,27,0.00322580645161286
Rhpa a,ITS1,30,0.00291545189504372
Rhpa a,ITS1,33,0.00324675324675328
Rhpa a,ITS1,69,0.00261096605744127
Rhpa a,ITS1,75,0.00267379679144386
Rhpa a,ITS1,77,0.00270270270270268
Rhpa a,ITS1,87,0.00268096514745308
Rhpa a,ITS1,88,0.00269541778975746
Rhpa a,ITS1,103,0.00259067357512954
Rhpa a,ITS1,122,0.00239234449760761
Rhpa a,ITS1,131,0.00233644859813087
Rhpa a,ITS1,134,0.00241545893719808
Rhpa a,ITS1,144,0.00239234449760761
Rhpa a,ITS1,146,0.00238095238095237
Rhpa a,ITS1,171,0.00228832951945079
Rhpa a,ITS1,177,0.00215053763440864
Rhpa a,ITS1,192,0.00207039337474124
Rhme e,ITS1,10,0.0113636363636364
Rhme e,ITS1,48,0.0117647058823529
Rhme e,ITS1,81,0.0140845070422535
Rhme c,ITS1,21,0.0112359550561798
Rhme c,ITS1,70,0.0058139534883721
Rhme c,ITS1,81,0.00763358778625955
Rhme c,ITS1,108,0.182389937106918
Rhme c,ITS1,111,0.00595238095238093
Rhme c,ITS1,116,0.0060606060606061
Rhme c,ITS1,156,0.00460829493087556
Rhme c,ITS1,163,0.00442477876106195
Rhme c,ITS1,170,0.222222222222222
Rhme c,ITS1,177,0.00425531914893618
Rhme c,ITS1,184,0.202586206896552
Rhme c,ITS1,186,0.00427350427350426
Rhme c,ITS1,192,0.00425531914893618
Rhme b,ITS1,11,0.00332225913621265
Rhme b,ITS1,21,0.00996677740863783
Rhme b,ITS1,36,0.00772200772200771
Rhme b,ITS1,43,0.00389105058365757
Rhme b,ITS1,47,0.00374531835205993
Rhme b,ITS1,58,0.00408163265306127
Rhme b,ITS1,76,0.00406504065040647
Rhme b,ITS1,80,0.00416666666666665
Rhme b,ITS1,81,0.00980392156862742
Rhme b,ITS1,88,0.00462962962962965
Rhme b,ITS1,102,0.00507614213197971
Rhme b,ITS1,132,0.00471698113207553
Rhme b,ITS1,134,0.00450450450450446
Rhme b,ITS1,136,0.00438596491228072
Rhme b,ITS1,149,0.004
Rhme b,ITS1,155,0.00390625
Rhme b,ITS1,167,0.00374531835205993
Rhme b,ITS1,170,0.00366300366300365
Rhme b,ITS1,172,0.00359712230215825
Rhme a,ITS1,81,0.0172413793103449
Rhme a,ITS1,137,0.0136986301369864
Rhme a,ITS1,171,0.0120481927710844
Rhha b,ITS1,1,0.0029850746268657
Rhha b,ITS1,10,0.0076628352490421
Rhha b,ITS1,18,0.00316455696202533
Rhha b,ITS1,21,0.00920245398773001
Rhha b,ITS1,26,0.00662251655629142
Rhha b,ITS1,33,0.00389105058365757
Rhha b,ITS1,37,0.00354609929078009
Rhha b,ITS1,58,0.00369003690036895
Rhha b,ITS1,70,0.0036496350364964
Rhha b,ITS1,81,0.00413223140495866
Rhha b,ITS1,149,0.00354609929078009
Rhha b,ITS1,161,0.00336700336700335
Rhha b,ITS1,177,0.00643086816720262
Rhha a,ITS1,81,0.333333333333333
